iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp,pageRank_unique.wpr,close_unique.closeness,outdegree_unique.degree,indegree_unique.degree,local_clust_tt_unique,local_clust_out_unique,pageRank_repro.wpr,close_repro.closeness,outdegree_repro.degree,indegree_repro.degree,local_clust_tt_repro,local_clust_out_repro,Unnamed: 0,pageRank_total.name,pageRank_total.wpr,close_total.name,close_total.closeness,outdegree_total.name,outdegree_total.degree,indegree_total.name,indegree_total.degree,local_clust_tt_total,local_clust_out_total
PRK,"Korea, Dem. People's Rep.",2020,2424262795989.2773,,26136312.0,,28.51654859244622,,Korea,0,Asia,39.0,125.78333,Korean,JPN,Advanced Economies,1.0,2020,11.437713,17.078836,-0.029312134,-0.025529861,0.0008027138209622,0.115569594853975,1.00063095734448,1.04924820295526,1.0,0.0,0.0010303213372959,1497.87073665693,25.7386417471967,2.50653833150304,0.649551170665348,0.637322951182552,144,144,0.0014178549456279,144,3719.89540925939,144,61.7086159168554,144,243.539092663183,0.858626046938109,0.805696769481139
KOR,"Korea, Rep.",2020,1644312831906.17,31721.3,51836239.0,69.03,28.1283436815078,4.234541192715384,Korea,0,Asia,37.5,127.0,Korean,JPN,Advanced Economies,1.0,2020,10.364743,17.763599,-0.0056943893,-0.0043144226,0.0121855390495768,443.768433537985,43.2376527512694,96.3097650190467,0.881069200869939,0.886217911655874,0.0186150052877212,79064.4433996191,15095.9118841117,8364.74659099902,0.918717101212313,0.908254032486179,97,97,0.0163684705362629,97,177029.516896237,97,27237.1997288096,97,27638.5035588708,0.958005413558167,0.952007374861634
KWT,Kuwait,2020,111045470461.21,25236.08,4400267.0,82.01,25.43320559817232,4.40684119104832,Kuwait,0,Asia,29.333334,48.0,Arabic,GBR,Emerging and Developing Economies,0.0,2020,10.13603,15.297175,-0.2282896,-0.23780251,0.0031053094604232,22.8012475481837,2.41772250529349,9.94839635478272,0.906787895635948,0.854778393351801,0.0041999986501357,844.391115409106,30.6084760523806,557.372872157127,0.967448471258953,0.83361559384717,98,98,0.0034309878025504,98,90116.334655142,98,4809.29303814183,98,3465.42271425791,0.978652937386977,0.986377278249339
KGZ,Kyrgyz Republic,2020,8270468614.24,1229.52,6726596.0,78.99,22.835957008734567,4.369321262176328,Kyrgyz Republic,1,Asia,42.900002,74.599998,Kyrgyz,RUS,Emerging and Developing Economies,0.0,2020,7.1143789,15.72158,-0.14544058,-0.12495804,0.0008317825776664,9.25201903292175,2.05911189915455,1.32909522592804,0.941634098680997,0.982417015595607,0.0027458178608293,844.071338733581,12.3356501513426,207.273387203972,0.985790029032476,0.900268775566941,93,93,0.0020250940721662,93,26255.2494797519,93,401.766766278352,93,1026.74769249195,0.978045314173628,0.974975793163621
LAO,Lao PDR,2020,18981805250.24,2583.78,7346533.0,,23.66674673889499,,Lao P.D.R.,1,Asia,17.983334,102.63333,Lao,FRA,Emerging and Developing Economies,0.0,2020,7.8570089,15.809739,-0.0021414757,0.01279068,0.000938552684155,5.51694671314351,1.70990149519552,1.47811293730967,0.945688438342102,0.991507633587786,0.0017624981614977,7011.25357973463,117.873268497561,190.057289069637,0.98745930967879,0.979841667138303,99,99,0.001994336716731,99,41469.0176723482,99,990.940715137798,99,933.611638831195,0.992946671694547,0.992348830949935
LVA,Latvia,2020,33379927434.61,17564.23,1900449.0,123.88,24.231220581259524,4.819313355105002,Latvia,0,Europe,56.950001,24.1,Latvian,RUS,Advanced Economies,1.0,2020,9.7736197,14.457601,0.015447617,0.008436203,0.0021590545519359,84.0053784381959,3.5276646790948,3.06643709412061,0.88530151773395,0.858535382559571,0.0028710496966017,6348.79515074325,402.616109799974,455.068660160873,0.915692730995038,0.868217934743055,108,108,0.0027930935387742,108,28224.4130833056,108,1949.74528073268,108,2385.33016033325,0.969638116368442,0.954413064174641
LBN,Lebanon,2020,31712128253.8,5561.19,5702398.0,50.13,24.179965039416032,3.914619631275412,Lebanon,0,Asia,33.866665,35.5,Arabic,FRA,Emerging and Developing Economies,0.0,2020,8.6235676,15.556397,-0.47089958,-0.48693657,0.0027033358859931,124.881404360895,8.25560139735033,7.26893572628764,0.869815827884079,0.892545577734872,0.0027420067711884,1329.38954305929,67.626933618225,145.12727545011,0.91113382761966,0.714291354381631,100,100,0.0028832788844529,100,29712.8967172083,100,721.860279595136,100,1744.87342365599,0.966010828313511,0.943743943032365
LSO,Lesotho,2020,2053699870.07,918.58,2235727.0,141.1,21.44290881804402,4.9494688588587685,Lesotho,1,Africa,-29.316668,27.483334,English,GBR,Emerging and Developing Economies,0.0,2020,6.8228292,14.620077,-0.16379261,-0.15194321,0.0011284158436947,2.22653631529469,1.26242342483313,1.35144291770721,0.97270955165692,1.0,0.0020726352472349,1494.40820704288,19.4594139884694,34.5998104373854,0.989924785767366,0.989132075127174,105,105,0.0017602133978762,105,13072.1456748055,105,223.517679247502,105,275.782904464222,0.99688493295276,0.998581897652643
LBR,Liberia,2020,3176126300.0,616.79,5149463.0,,21.87892814654313,,Liberia,0,Africa,6.3333335,-10.766666,English,FRA,Emerging and Developing Economies,0.0,2020,6.4245286,15.454403,-0.064919472,-0.044181824,0.001003464649455,4.07827914708852,1.35480615833292,1.46841999523656,0.861592039800995,0.915032679738562,0.0018810699753638,126.922604932001,3.76327747748759,44.7683297294847,0.977378024049984,0.946102274943216,101,101,0.0024817286944,101,7009.58325459383,101,229.872760032451,101,1845.60985513864,0.992525916376355,0.984065614790875
LBY,Libya,2020,46854285440.64,6650.34,7045399.0,50.98,24.57030831296604,3.9314333989479695,Libya,0,Africa,32.733334,13.116667,Arabic,TUR,Emerging and Developing Economies,0.0,2020,8.8024235,15.767885,-0.40422916,-0.39074516,0.0008615352061,13.8567941246369,1.47469199064054,1.40849131478069,0.911199038365221,0.941820670773443,0.0018684388775067,918.453296234557,9.49838791814444,177.001154028494,0.997193866046707,0.993597499764993,102,102,0.0022544459100849,102,43097.22525601,102,1429.04656044774,102,1271.61574357702,0.998561682888627,0.999285690055269
LTU,Lithuania,2020,57412038533.27,20428.65,2810369.0,135.8,24.77351984882633,4.911183215124596,Lithuania,0,Europe,54.683334,25.316668,Lithuanian,RUS,Advanced Economies,1.0,2020,9.9246941,14.848826,0.040961266,0.04070282,0.0026939823458879,62.1430394983443,3.86019243133236,4.17904039048303,0.824297993929683,0.773850674040788,0.0032717646538526,6794.52264747375,419.307897895286,580.38519869142,0.921146963230636,0.864683317098799,106,106,0.0033447079000147,106,46703.9932311435,106,3501.43888752486,106,3656.30085472195,0.97204906892461,0.960478598934497
LUX,Luxembourg,2020,73670782100.39,116860.03,630419.0,375.58,25.022872113851783,5.92847149778006,Luxembourg,1,Europe,49.599998,6.1500001,French,NLD,Advanced Economies,1.0,2020,11.668733,13.35414,0.036277771,0.052942276,0.0082573035395129,366.318561119133,19.8103178226037,66.9103144783813,0.867664621558113,0.948412030248386,0.0026752288348284,4882.11156952866,171.15602540972,353.820526186786,0.970056233367611,0.955802550704433,107,107,0.002783792901618,107,53929.2555828733,107,2138.64244157633,107,2862.02365846136,0.983840960626835,0.979132212007574
MAC,"Macao SAR, China",2020,25343525935.84,36976.26,685400.0,121.5,23.9557891472204,4.799914262780603,Macao SAR,0,Asia,22.27,113.56,Portuguese,PRT,Advanced Economies,1.0,2020,10.518031,13.437757,-0.79604912,-0.77630424,0.0027181855087593,99.8337071963392,5.29853839117778,11.4152836302375,0.998249577923325,1.0,0.0016725861016738,2543.30081847132,59.2785324257583,235.577934572373,0.994926779441421,0.98368749193048,109,109,0.0021629600091047,109,24060.2781903647,109,272.540447017475,109,1377.91435906725,0.995829672336952,0.980453973945019
MDG,Madagascar,2020,13051441203.95,450.77,28953556.0,49.01,23.29216440170168,3.892024358921456,Madagascar,0,Africa,-18.866667,47.5,French,FRA,Emerging and Developing Economies,0.0,2020,6.1109571,17.181204,-0.10329103,-0.077608109,0.0014670012185083,61.673955789046,2.85381955117172,2.50084477187597,0.967875682491727,0.962186422911559,0.0021846762962338,246.222824601522,5.49732848228553,72.698495216098,0.977499381164078,0.946442597143426,112,112,0.0022011351763156,112,19757.7973778342,112,503.272448538841,112,625.263544938036,0.98940627419339,0.995166947434552
MWI,Malawi,2020,11769313597.85,602.51,19533888.0,,23.18876143857836,,Malawi,1,Africa,-13.966666,33.816666,English,GBR,Emerging and Developing Economies,0.0,2020,6.4011045,16.787661,0.036542892,0.062894821,0.0010978893949617,3.07415083426051,1.62092779381905,1.67387659646891,0.872197876285184,0.871196036801132,0.0034647817815104,68.360492642503,3.6129550443112,101.099172194092,0.984613577954407,0.853043560765792,124,124,0.0020065851268571,124,7382.9895702879,124,218.705380558719,124,405.509152731575,0.978939683492383,0.971450364692177
MYS,Malaysia,2020,337456163961.21,9957.53,33889558.0,116.79,26.544701454263887,4.760377450290474,Malaysia,0,Asia,3.1333334,101.7,Malay,GBR,Emerging and Developing Economies,0.0,2020,9.2060843,17.338617,-0.092284203,-0.078948975,0.0058456926797514,79.4981199191246,5.12298382482129,33.7501512517848,0.896769012724598,0.835244600864935,0.0102451714078534,64066.7957695321,10563.6503890182,5557.30156068994,0.959379764394145,0.945279606216193,125,125,0.0077097742035985,125,134639.731860314,125,14227.1132012926,125,12831.9271865867,0.977047013103687,0.972391421824308
MDV,Maldives,2020,3712604583.37,7393.89,502118.0,114.36,22.03499951128316,4.739351367454111,Maldives,0,Asia,4.1666665,73.466667,Maldivian,GBR,Emerging and Developing Economies,0.0,2020,8.9084091,13.126591,-0.46237087,-0.43330002,0.0017723233518464,11.9348640020509,1.80722903032079,2.46296662823026,0.969302212078148,0.989019468186135,0.0018449315145673,43.8404916325708,3.04499649791453,62.5114835099563,0.991164819630597,0.989953959484346,113,113,0.0019199206090335,113,4894.71083338201,113,72.6566145931066,113,374.545538928751,0.990827145553023,0.997040942180451
MLI,Mali,2020,20698560938.78,953.24,21713836.0,56.04,23.75333001493541,4.026065721468807,Mali,1,Africa,12.666667,-7.9833331,French,FRA,Emerging and Developing Economies,0.0,2020,6.8598666,16.893459,-0.01943779,0.010742188,0.0019207128215889,38.2670650261975,2.52341254145358,3.80604257096234,0.906002029994687,0.883075384749152,0.0033050665333438,1636.89609449537,23.2804242009682,109.754358134659,0.960827091143659,0.949165826240596,117,117,0.0030011853470089,117,38064.5809806023,117,1063.44982500822,117,848.424481205822,0.965745806961596,0.985237374938981
MLT,Malta,2020,16409900599.2,31833.6,515490.0,256.4,23.52115068469917,5.546738725046515,Malta,0,Europe,35.900002,14.533334,English,GBR,Advanced Economies,1.0,2020,10.368278,13.152873,-0.018312454,0.004404068,0.0026982302832878,57.8941597911088,2.70859922041798,4.44691014613224,0.93924731417947,0.961063314732523,0.0020894706674248,7238.96618877103,320.23638677013,199.484831294154,0.945937779295279,0.922477000091829,118,118,0.002499029507023,118,15171.4115769001,118,494.909748817804,118,1919.98639641857,0.987196748252164,0.977196518693434
MHL,Marshall Islands,2020,241800000.0,5661.97,42706.0,107.83,19.303621496144967,4.680555912893981,Marshall Islands,0,Pacific,7.1500001,171.2,English,,Emerging and Developing Economies,0.0,2020,8.6415272,10.662095,0.067511559,0.037502289,0.0010481938377971,5.02034679719967,1.3091094016147,1.71900054349208,1.0,1.0,0.0014099594106707,972.564172327351,8.41146050103038,31.002311806559,0.991856852629622,0.949149256236092,115,115,0.0021361498412546,115,10117.6666382563,115,201.398803675309,115,2192.75340375313,0.997683655653751,0.986813957964817
MRT,Mauritania,2020,8260752385.23,1795.76,4600131.0,86.78,22.834781508131297,4.463376180370204,Mauritania,0,Africa,18.15,-15.966666,Arabic,FRA,Emerging and Developing Economies,0.0,2020,7.4931836,15.341596,0.016105652,0.045316696,0.0011784440111319,5.04961243046072,1.3860556582896,2.30235095661936,1.0,1.0,0.0018403707711528,335.467042938874,6.03568998493043,77.5765730101079,0.983436736053778,0.917640841078084,122,122,0.002097753645257,122,29568.3152960224,122,607.109046263865,122,780.724355897146,0.990022759530678,0.988693864918815
MUS,Mauritius,2020,11408106446.31,9011.04,1266014.0,83.24,23.15759003142247,4.421728001525434,Mauritius,0,Africa,-20.166666,57.5,English,GBR,Emerging and Developing Economies,0.0,2020,9.1062059,14.051384,-0.23544788,-0.23542404,0.0019065587082263,22.3678299312575,2.77044646282393,3.26222003417596,0.938620822543578,0.910843089985305,0.0022636031684179,1153.30594476428,28.258751540883,82.0050672915928,0.957740981262983,0.855338496349786,123,123,0.0022959977065125,123,10620.0201826034,123,401.628304024656,123,860.421511257804,0.977385901740482,0.948741500169133
MEX,Mexico,2020,1121064767401.51,8841.27,126799054.0,76.85,27.74530003480052,4.341855469984605,Mexico,0,America,19.416666,-99.166664,Spanish,ESP,Emerging and Developing Economies,0.0,2020,9.0871859,18.658113,-0.15944386,-0.1512394,0.0056482535961426,579.593296329764,29.4489188676938,40.0102954301012,0.918396005644202,0.973439694979554,0.0252671712006353,53922.318291355,8281.52820052061,7952.3454962736,0.964945064252147,0.975570572455852,114,114,0.0133798785222145,114,198280.582554444,114,26601.7303455338,114,23162.0373151656,0.993091272191963,0.993719747326653
FSM,"Micronesia, Fed. Sts.",2020,372902690.04,3362.03,110916.0,85.31,19.73682805896052,4.446291680920603,Micronesia,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0,2020,8.1203003,11.616529,-0.060765266,-0.05503273,0.0007894736842105,3.05652438782469,1.26820157755074,0.0,1.0,1.0,0.0012220351411323,179.862501041752,3.05945717075195,10.3257878273876,0.99021761563368,0.89493841994593,61,61,0.0014152679150814,61,6694.84382981614,61,53.5287601881108,61,46.1758734421079,0.999165367089176,0.998972228521632
MDA,Moldova,2020,11530746234.45,4375.78,2635130.0,79.27,23.168282890247543,4.372859746849064,Moldova,0,Europe,47.0,28.833334,Romanian,RUS,Emerging and Developing Economies,0.0,2020,8.3838396,14.784443,-0.0067310333,-0.017711639,0.0015966196036712,24.4927682160961,2.11607327896273,2.03337441936703,0.936356635187083,0.948119043255132,0.0020488173213764,3727.36300171199,84.2597769349879,137.953733280602,0.983602205425584,0.992078085947595,111,111,0.0021320308488537,111,12863.5749627089,111,402.10747683245,111,757.786811470646,0.986127707331164,0.989435603536266
MNG,Mongolia,2020,13312981429.09,4001.25,3327204.0,112.84,23.31200544344968,4.725970886133796,Mongolia,1,Asia,47.900002,106.86667,Mongolian,CHN,Emerging and Developing Economies,0.0,2020,8.2943621,15.017643,-0.083005905,-0.064949036,0.0015712951128714,15.5096082323107,1.93888725821008,2.76292785182222,0.999103527437815,0.998281526408895,0.001866087376769,95.6862997963589,4.29909494999072,96.5308188635777,0.989497225323354,0.945381607478218,120,120,0.0019680491358039,120,67798.2723526989,120,1059.81615575476,120,839.433473870169,0.997489486190602,0.99912342869691
MAR,Morocco,2020,121353645057.14,3268.03,36584208.0,68.84,25.52197480622159,4.231784971343338,Morocco,0,Africa,34.033333,-6.8499999,Arabic,FRA,Emerging and Developing Economies,0.0,2020,8.0919428,17.415127,-0.070887566,-0.06048584,0.0023063224715539,150.294961709962,7.08613423475655,6.0149666161037,0.933909743977658,0.924568995017521,0.0036847570199935,15472.1506521693,847.896204400001,851.087837537734,0.968779813003487,0.959544113401378,110,110,0.0036057414169511,110,58452.1961935745,110,3096.29889248271,110,4425.66251708773,0.983659045523484,0.974012855560057
MOZ,Mozambique,2020,14235420174.19,462.43,30783688.0,99.91,23.37899907421937,4.604269780744927,Mozambique,0,Africa,-25.966667,32.583332,Portuguese,PRT,Emerging and Developing Economies,0.0,2020,6.1364951,17.242495,-0.11558199,-0.085929871,0.0020894077814095,12.6038291298297,2.17249641946088,3.33247579263176,0.917196626280942,0.842532213469664,0.0033415567965857,481.091136314114,8.71872215577967,147.184623096122,0.97406502970429,0.922526137388453,121,121,0.0028209450057732,121,22659.5655402104,121,848.173544889678,121,1520.03307758626,0.975558623105217,0.978423966327957
MMR,Myanmar,2020,79006113643.19,1490.22,53016522.0,,25.092791074307627,,Myanmar,0,Asia,16.783333,96.166664,Burmese,GBR,Emerging and Developing Economies,0.0,2020,7.3066792,17.786114,0.044057846,0.051168442,0.0015925139594458,24.0287052260336,2.34571323877673,2.22216914666157,0.949910710025696,0.954430438248853,0.0024318574482891,3222.79320862858,80.4890024775129,503.044815372319,0.986361779681734,0.994453005240457,119,119,0.0026330204358075,119,75045.1815608247,119,2506.93640885119,119,2924.28373759152,0.993408245716909,0.993929201578315
NAM,Namibia,2020,10583748541.53,3878.59,2728762.0,76.93,23.082585505117983,4.342895917470844,Namibia,0,Africa,-22.566668,17.1,English,DEU,Emerging and Developing Economies,0.0,2020,8.2632275,14.819359,-0.19885921,-0.16975594,0.0014901416253006,69.3752362060591,4.60455106976263,1.9921073315778,0.922477038831817,0.937515252760531,0.0037014185614971,4176.98863645502,42.8541605384211,86.5793071937004,0.960289422629302,0.94129885430579,126,126,0.0023993443380545,126,29873.4538192824,126,823.659036021198,126,871.790216728389,0.960798031899028,0.949576735795449
NPL,Nepal,2020,33433659301.25,1154.22,28966574.0,40.92,24.2328289929868,3.711618941083426,Nepal,1,Asia,27.700001,85.316666,Nepali,,Emerging and Developing Economies,0.0,2020,7.0511799,17.181654,-0.041510105,-0.022258759,0.0013955283120092,286.178017622045,10.0182944075478,1.71004575352685,0.987908398395311,0.987756503881288,0.0023029739303479,210.55852634673,4.63043306521387,186.456544887083,0.990637208840623,0.98666020119666,133,133,0.0023751938485071,133,20776.9669723569,133,224.698982751137,133,1334.41143416971,0.992938582466789,0.995512137174275
NLD,Netherlands,2020,932560861701.17,53467.93,17441500.0,152.23,27.56120025357443,5.025392535071163,The Netherlands,0,Europe,52.349998,4.9000001,Dutch,,Advanced Economies,1.0,2020,10.886837,16.674362,-0.0016260147,0.0039310455,0.0203487901719459,666.001177600624,87.9132754029317,158.083902361166,0.879495627648749,0.849801404247416,0.0221526056563349,36443.5778682081,6160.76862072813,7419.28204736901,0.93777048394772,0.926653652379105,131,131,0.0212585160147281,131,176384.368822129,131,32384.6640794392,131,31386.5010928648,0.972053663856025,0.969730566282478
NCL,New Caledonia,2020,9454629467.91,33270.33,284176.0,,22.969770349278875,,New Caledonia,0,Pacific,-22.266666,166.45,French,FRA,,1.0,2020,10.412421,12.557349,-0.0042295456,-0.0022220612,0.0023527553692677,27.9973664238688,1.98435276290915,2.87326713774249,0.811146873311357,0.86197680106212,0.001908835292651,810.577161233615,9.92543005614839,62.4539605672835,0.969884791199827,0.923147456756742,127,127,0.002130342078035,127,27359.3325048,127,375.83537475028,127,469.546366036015,0.99281086154351,0.997538216475451
NZL,New Zealand,2020,213029554653.69,41850.92,5090200.0,43.98,26.084696747273032,3.783734985126615,New Zealand,0,Pacific,-44.283333,174.78334,English,GBR,Advanced Economies,1.0,2020,10.64187,15.442827,-0.021938324,0.00010871887,0.0040474948540904,228.333050409266,14.4287660328788,14.2097235257053,0.884722038324934,0.877310300957824,0.0042585640969725,6237.59077764997,171.038358202799,638.000964137923,0.943024549118046,0.88308405853722,135,135,0.0036932995325017,135,93960.6237779514,135,4497.80926969218,135,3971.85899564385,0.977933300718715,0.971007173959633
NIC,Nicaragua,2020,12726422432.49,1938.45,6565267.0,88.64,23.266946175649743,4.484583222998974,Nicaragua,0,America,12.1,-86.300003,Spanish,ESP,Emerging and Developing Economies,0.0,2020,7.569644,15.697304,-0.010351658,0.002155304,0.001352508670636,8.46810602718323,1.60072267763161,1.91676979266127,0.835632492614205,0.978057889822596,0.0023889741961729,8195.09314108171,146.600966774448,162.047548545327,0.980532979279086,0.995834834309891,130,130,0.0024598855082158,130,52050.918028786,130,888.270590970284,130,966.388976564224,0.96395321509348,0.972353341803899
NER,Niger,2020,13744653103.06,579.51,23717613.0,35.51,23.343915720199305,3.5698143469549963,Niger,1,Africa,13.533334,2.0833333,French,FRA,Emerging and Developing Economies,0.0,2020,6.3621831,16.981728,0.031232834,0.064231873,0.0012644204363458,8.47051987176961,1.48938341117926,2.46223145995168,0.914638856701429,0.698098256735341,0.0021514602813081,186.573078874885,6.27577994464723,51.9085657982118,0.967681253751184,0.704317739734868,128,128,0.0020681493804147,128,36737.8189632958,128,551.467665267751,128,404.574004558744,0.979203672827777,0.9842477535365
NGA,Nigeria,2020,432198898467.8,2019.66,213996181.0,,26.79215173235283,,Nigeria,0,Africa,6.4499998,3.4666667,English,GBR,Emerging and Developing Economies,0.0,2020,7.6106844,19.181469,-0.11471605,-0.093412399,0.0022091270679308,221.450426408568,8.17806967292576,3.72308611188825,0.920585711579822,0.93647349612953,0.0042458492040959,859.358684766971,20.3276805299033,822.579460531559,0.976928246923211,0.882025606321545,129,129,0.0041418048792683,129,63000.8030645502,129,4575.23390972767,129,5482.34391621484,0.981990752990919,0.975113721052481
MKD,North Macedonia,2020,12361036913.84,6659.6,1856124.0,128.24,23.237815178162663,4.853903508301298,North Macedonia,1,Europe,42.0,21.466667,Macedonian,TUR,Emerging and Developing Economies,0.0,2020,8.8038149,14.434001,-0.0088586807,-0.019649506,0.0016588421325975,21.9854162186513,2.21793210890553,1.88098573381446,0.920417070805044,0.923256745925728,0.0020409224517318,12394.6210394021,270.938589988622,211.874295295294,0.978400919367819,0.9820099922853,116,116,0.0023769372987459,116,47490.9317486077,116,963.044622572815,116,1104.61033764157,0.985049924833056,0.987322397734403
NOR,Norway,2020,367633418886.63,68340.02,5379475.0,65.35,26.63035213430403,4.179757440070231,Norway,0,Europe,59.916668,10.75,Norwegian,,Advanced Economies,1.0,2020,11.132251,15.498101,-0.11188793,-0.1060009,0.0071815932733675,585.535401201484,36.8594223703539,42.146565553195,0.918950581494268,0.96293837132714,0.005667314760533,8376.80242669503,492.611010052371,1268.0848490957,0.952671787705493,0.910218758188299,132,132,0.0050290227397524,132,111099.4768021,132,9113.48418948553,132,7518.42772971267,0.988159107705274,0.990289400931717
OMN,Oman,2020,75909492847.85,16784.86,4522497.0,91.88,25.052807583986496,4.520483377820898,Oman,0,Asia,23.616667,58.633335,Arabic,,Emerging and Developing Economies,0.0,2020,9.7282324,15.324574,-0.13340092,-0.14848709,0.0022363801405677,13.8492006591476,1.97872835414962,3.42307752846841,0.879646780392021,0.927525693232499,0.0072288659330962,4699.90735487004,135.387086644106,590.727962910729,0.934827337399768,0.793839995319077,136,136,0.0034454988591748,136,103652.730353798,136,4308.81797371079,136,3366.08248886099,0.977335136902709,0.972011004989999
PAK,Pakistan,2020,300425609817.98,1278.4,235001746.0,26.72,26.428466005592693,3.285412348668445,Pakistan,0,Asia,33.666668,73.133331,Urdu,GBR,Emerging and Developing Economies,0.0,2020,7.1533647,19.275103,-0.083996296,-0.065958023,0.0022394143984105,315.809702214054,11.473507429937,3.25849752469897,0.965104890461563,0.979476751970535,0.0031775836857486,584.058395142856,33.4550083892448,863.206151044546,0.976810999588174,0.75119963879899,137,137,0.004784459228809,137,58418.1390674387,137,3058.10032603622,137,5378.17770111368,0.963268630180215,0.955264991446742
PLW,Palau,2020,258990800.0,14556.59,17792.0,107.24,19.3723030977974,4.675069313367758,Palau,0,Pacific,7.3333335,134.48334,English,GBR,Emerging and Developing Economies,0.0,2020,9.5857992,9.7865038,-0.084569931,-0.084907532,0.0007964809118139,3.05522629420387,1.1719917672953,1.00151948705234,1.0,1.0,0.0011902114392734,26.4892499274383,2.00170672511699,5.0254672167057,0.997868935191293,0.990977443609022,141,141,0.0014440903287714,141,967.42366633798,141,9.61361426215387,141,34.9723929380948,0.999780841662709,0.999740520069089
PAN,Panama,2020,57059846500.0,13290.56,4293261.0,68.7,24.767366492577427,4.229749199228304,Panama,0,America,8.9499998,-79.5,Spanish,ESP,Emerging and Developing Economies,0.0,2020,9.4948092,15.272557,-0.21496677,-0.20123291,0.0024069729582605,84.7900581311538,3.49341435610811,3.81083287763961,0.899158485482719,0.908956515276982,0.002814994720518,4213.16125358828,152.124766822076,326.316482626472,0.923900384250537,0.75293779720188,138,138,0.0033664472288031,138,21589.8151135235,138,1000.19694128221,138,3933.31262142329,0.97893413398482,0.925015831719139
PNG,Papua New Guinea,2020,23848447849.61,2429.61,9815746.0,,23.894984972482064,,Papua New Guinea,0,Pacific,-9.5,147.11667,English,GBR,Emerging and Developing Economies,0.0,2020,7.795486,16.099499,-0.058417797,-0.037132263,0.0016585624481261,75.1474602269047,3.06829184774192,2.06282425149243,0.980396709638457,0.980714748850712,0.002528698636052,567.416182547686,7.57617280272485,116.099931953572,0.965396275089329,0.90772848215698,142,142,0.0023876862015238,142,44722.1072320513,142,1546.41636909357,142,706.237714786228,0.971599246041331,0.968911780534636
PRY,Paraguay,2020,35432178068.18,5365.47,6603739.0,62.76,24.29088622918632,4.139317927864832,Paraguay,1,America,-25.25,-57.666668,Spanish,ESP,Emerging and Developing Economies,0.0,2020,8.587739,15.703147,-0.081519127,-0.067998886,0.0016040864814555,40.5399178871904,2.2362926407096,1.83359840413973,0.976248408141777,0.985186968383887,0.0033690368821244,5095.05722300946,69.4102195556136,372.130980863382,0.984513796282205,0.967480005989131,146,146,0.0021597017796029,146,49178.9946357206,146,1339.92085938422,146,1186.71545223699,0.975067918012238,0.9642792159993
PER,Peru,2020,201409694755.93,6133.33,32838579.0,44.25,26.02860695289423,3.7898553714539385,Peru,0,America,-12.1,-77.050003,Spanish,ESP,Emerging and Developing Economies,0.0,2020,8.7214928,17.307114,-0.13744545,-0.12552071,0.0020959214122735,159.416194641986,5.4645676811778,5.98358523521608,0.980142874915451,0.981996542385486,0.0039411497667761,1302.25037594608,43.9620046458574,657.624854846857,0.967434552066052,0.854479696868992,139,139,0.00329304862445,139,98027.9329594997,139,4855.78834897603,139,3849.96709193818,0.981630859091337,0.983342272176479
PHL,Philippines,2020,361751145451.6,3227.58,112081264.0,58.17,26.61422236887068,4.06336975792267,Philippines,0,Asia,14.616667,120.96667,English,ESP,Emerging and Developing Economies,0.0,2020,8.0794878,18.534735,-0.052275658,-0.040821075,0.0024468507039543,345.758694120564,15.1139901770192,6.26024143072592,0.929808399173591,0.913367681778119,0.0061625871003849,43509.2980013443,4551.8257474649,3300.96707746141,0.957247182666538,0.948554291506294,140,140,0.0054301366667943,140,78810.3417935573,140,4307.66786242675,140,8362.65960171089,0.984934049370926,0.985823830562134
POL,Poland,2020,605914186117.95,16150.93,37515748.0,99.26,27.130004205922408,4.597742670159295,Poland,0,Europe,52.25,21.0,Polish,DEU,Emerging and Developing Economies,0.0,2020,9.6897326,17.440271,0.017262459,0.0053462982,0.0044072456498735,243.43789297008,11.7894315114455,19.5520733184865,0.893388291593416,0.899208147548008,0.0118945015952075,38069.3553724585,4011.27923225208,4351.83123391125,0.941489266932331,0.937070331653045,143,143,0.0109431023288405,143,156472.953295238,143,17986.8878072969,143,18392.0538922175,0.969610628475647,0.966745808544574
PRT,Portugal,2020,229618773422.58,22299.4,10297081.0,76.51,26.15968626382697,4.3374214512437606,Portugal,0,Europe,38.733334,-9.1333332,Portuguese,,Advanced Economies,1.0,2020,10.012315,16.147371,-0.045753479,-0.044700623,0.0042626812791515,344.98038963452,15.3929931107185,17.4447449322742,0.894564074312318,0.902768675818475,0.0046286864135089,18327.5590195844,1008.88114074786,1276.17861425651,0.955631425673696,0.934741762355677,145,145,0.0053007724904781,145,83746.6163685335,145,6174.06729167888,145,7480.14127308277,0.981935306795134,0.977134026790016
